date,device,failure,metric1
2024-Aug-29-15:00:00.000,EPS_PDAN_V_BAT,0,34.3203704452515
2024-Aug-29-15:00:00.000,EPS_PDAN_V_BAT,0,34.3244583892822
2024-Aug-29-16:00:00.000,EPS_PDAN_V_BAT,0,34.3244583892822
2024-Aug-29-16:00:00.000,EPS_PDAN_V_BAT,0,34.3258318519592
2024-Aug-29-17:00:00.000,EPS_PDAN_V_BAT,0,34.3258318519592
2024-Aug-29-17:00:00.000,EPS_PDAN_V_BAT,0,34.3267294692993
2024-Aug-29-18:00:00.000,EPS_PDAN_V_BAT,0,34.3267294692993
2024-Aug-29-18:00:00.000,EPS_PDAN_V_BAT,0,34.3269142804591
2024-Aug-29-19:00:00.000,EPS_PDAN_V_BAT,0,34.3269142804591
2024-Aug-29-19:00:00.000,EPS_PDAN_V_BAT,0,34.3278866386414
2024-Aug-29-20:00:00.000,EPS_PDAN_V_BAT,0,34.3278866386414
2024-Aug-29-20:00:00.000,EPS_PDAN_V_BAT,0,34.3282651519775
2024-Aug-29-21:00:00.000,EPS_PDAN_V_BAT,0,34.3282651519775
2024-Aug-29-21:00:00.000,EPS_PDAN_V_BAT,0,34.3289464759827
2024-Aug-29-22:00:00.000,EPS_PDAN_V_BAT,0,34.3289464759827
2024-Aug-29-22:00:00.000,EPS_PDAN_V_BAT,0,34.3289464759827
2024-Aug-29-23:00:00.000,EPS_PDAN_V_BAT,0,34.3289464759827
2024-Aug-29-23:00:00.000,EPS_PDAN_V_BAT,0,34.3292384719849
2024-Aug-30-00:00:00.000,EPS_PDAN_V_BAT,0,34.3292384719849
2024-Aug-30-00:00:00.000,EPS_PDAN_V_BAT,0,34.3283084106445
2024-Aug-30-01:00:00.000,EPS_PDAN_V_BAT,0,34.3283084106445
2024-Aug-30-01:00:00.000,EPS_PDAN_V_BAT,0,34.3275405693054
2024-Aug-30-02:00:00.000,EPS_PDAN_V_BAT,0,34.3275405693054
2024-Aug-30-02:00:00.000,EPS_PDAN_V_BAT,0,34.3291195106506
2024-Aug-30-03:00:00.000,EPS_PDAN_V_BAT,0,34.3291195106506
2024-Aug-30-03:00:00.000,EPS_PDAN_V_BAT,0,34.3286652946472
2024-Aug-30-04:00:00.000,EPS_PDAN_V_BAT,0,34.3286652946472
2024-Aug-30-04:00:00.000,EPS_PDAN_V_BAT,0,34.3252046012878
2024-Aug-30-05:00:00.000,EPS_PDAN_V_BAT,0,34.3252046012878
2024-Aug-30-05:00:00.000,EPS_PDAN_V_BAT,0,34.3214519119263
2024-Aug-30-06:00:00.000,EPS_PDAN_V_BAT,0,34.3214519119263
2024-Aug-30-06:00:00.000,EPS_PDAN_V_BAT,0,34.3183331179658
2024-Aug-30-07:00:00.000,EPS_PDAN_V_BAT,0,34.3183331179658
2024-Aug-30-07:00:00.000,EPS_PDAN_V_BAT,0,34.3157525825500
2024-Aug-30-08:00:00.000,EPS_PDAN_V_BAT,0,34.3157525825500
2024-Aug-30-08:00:00.000,EPS_PDAN_V_BAT,0,34.3129407691956
2024-Aug-30-09:00:00.000,EPS_PDAN_V_BAT,0,34.3129407691956
2024-Aug-30-09:00:00.000,EPS_PDAN_V_BAT,0,34.3131354331970
2024-Aug-30-10:00:00.000,EPS_PDAN_V_BAT,0,34.3131354331970
2024-Aug-30-10:00:00.000,EPS_PDAN_V_BAT,0,34.3134598731995
2024-Aug-30-11:00:00.000,EPS_PDAN_V_BAT,0,34.3134598731995
2024-Aug-30-11:00:00.000,EPS_PDAN_V_BAT,0,34.3149739265442
2024-Aug-30-12:00:00.000,EPS_PDAN_V_BAT,0,34.3149739265442
2024-Aug-30-12:00:00.000,EPS_PDAN_V_BAT,0,34.3146819305420
2024-Aug-30-13:00:00.000,EPS_PDAN_V_BAT,0,34.3146819305420
2024-Aug-30-13:00:00.000,EPS_PDAN_V_BAT,0,34.3179155158997
2024-Aug-30-14:00:00.000,EPS_PDAN_V_BAT,0,34.3179155158997
2024-Aug-30-14:00:00.000,EPS_PDAN_V_BAT,0,34.3218196105957
2024-Aug-30-15:00:00.000,EPS_PDAN_V_BAT,0,34.3218196105957
2024-Aug-30-15:00:00.000,EPS_PDAN_V_BAT,0,34.3255614852905
2024-Aug-30-16:00:00.000,EPS_PDAN_V_BAT,0,34.3255614852905
2024-Aug-30-16:00:00.000,EPS_PDAN_V_BAT,0,34.3267510986328
2024-Aug-30-17:00:00.000,EPS_PDAN_V_BAT,0,34.3267510986328
2024-Aug-30-17:00:00.000,EPS_PDAN_V_BAT,0,34.3285571479797
2024-Aug-30-18:00:00.000,EPS_PDAN_V_BAT,0,34.3285571479797
2024-Aug-30-18:00:00.000,EPS_PDAN_V_BAT,0,34.3292684058564
2024-Aug-30-19:00:00.000,EPS_PDAN_V_BAT,0,34.3292684058564
2024-Aug-30-19:00:00.000,EPS_PDAN_V_BAT,0,34.3295737266541
2024-Aug-30-20:00:00.000,EPS_PDAN_V_BAT,0,34.3295737266541
2024-Aug-30-20:00:00.000,EPS_PDAN_V_BAT,0,34.2421231985092
2024-Aug-30-21:00:00.000,EPS_PDAN_V_BAT,0,34.2421231985092
2024-Aug-30-21:00:00.000,EPS_PDAN_V_BAT,0,34.0107530137050
2024-Aug-30-22:00:00.000,EPS_PDAN_V_BAT,0,34.0107530137050
2024-Aug-30-22:00:00.000,EPS_PDAN_V_BAT,0,34.2516897931511
2024-Aug-30-23:00:00.000,EPS_PDAN_V_BAT,0,34.2516897931511
2024-Aug-30-23:00:00.000,EPS_PDAN_V_BAT,0,34.6357486235065
2024-Aug-31-00:00:00.000,EPS_PDAN_V_BAT,0,34.6357486235065
2024-Aug-31-00:00:00.000,EPS_PDAN_V_BAT,0,34.9113414896270
2024-Aug-31-01:00:00.000,EPS_PDAN_V_BAT,0,34.9113414896270
2024-Aug-31-01:00:00.000,EPS_PDAN_V_BAT,0,35.1515284578300
2024-Aug-31-02:00:00.000,EPS_PDAN_V_BAT,0,35.1515284578300
2024-Aug-31-02:00:00.000,EPS_PDAN_V_BAT,0,35.3884676676919
2024-Aug-31-03:00:00.000,EPS_PDAN_V_BAT,0,35.3884676676919
2024-Aug-31-03:00:00.000,EPS_PDAN_V_BAT,0,35.6313644450634
2024-Aug-31-04:00:00.000,EPS_PDAN_V_BAT,0,35.6313644450634
2024-Aug-31-04:00:00.000,EPS_PDAN_V_BAT,0,35.9060910297912
2024-Aug-31-05:00:00.000,EPS_PDAN_V_BAT,0,35.9060910297912
2024-Aug-31-05:00:00.000,EPS_PDAN_V_BAT,0,36.1390101651792
2024-Aug-31-06:00:00.000,EPS_PDAN_V_BAT,0,36.1390101651792
2024-Aug-31-06:00:00.000,EPS_PDAN_V_BAT,0,36.1428265380859
2024-Aug-31-07:00:00.000,EPS_PDAN_V_BAT,0,36.1428265380859
2024-Aug-31-07:00:00.000,EPS_PDAN_V_BAT,0,36.1392963584779
2024-Aug-31-08:00:00.000,EPS_PDAN_V_BAT,0,36.1392963584779
2024-Aug-31-08:00:00.000,EPS_PDAN_V_BAT,0,36.1377604623162
2024-Aug-31-09:00:00.000,EPS_PDAN_V_BAT,0,36.1377604623162
2024-Aug-31-09:00:00.000,EPS_PDAN_V_BAT,0,36.1368292045593
2024-Aug-31-10:00:00.000,EPS_PDAN_V_BAT,0,36.1368292045593
2024-Aug-31-10:00:00.000,EPS_PDAN_V_BAT,0,36.1382134819031
2024-Aug-31-11:00:00.000,EPS_PDAN_V_BAT,0,36.1382134819031
2024-Aug-31-11:00:00.000,EPS_PDAN_V_BAT,0,36.1397491645813
2024-Aug-31-12:00:00.000,EPS_PDAN_V_BAT,0,36.1397491645813
2024-Aug-31-12:00:00.000,EPS_PDAN_V_BAT,0,36.1394571685791
2024-Aug-31-13:00:00.000,EPS_PDAN_V_BAT,0,36.1394571685791
2024-Aug-31-13:00:00.000,EPS_PDAN_V_BAT,0,36.1397924232483
2024-Aug-31-14:00:00.000,EPS_PDAN_V_BAT,0,36.1397924232483
